"comparing","ClassicSolved","NewSolved","n","m","used.constraints","n.binding","prop.binding","rnd1","rnd2","rnd3","rnd4","rnd5","rnd6","rnd7","rnd8","rnd9","rnd10","economy"
0,0,0,79,1131,268,32,0.226950354609929,69,200,172,773,72,64,53,75,268,29,863
0,0,0,80,865,379,59,0.412587412587413,34,241,425,403,30,760,36,80,379,14,486
0,0,0,63,879,325,46,0.422018348623853,12,849,565,872,45,568,55,40,325,36,554
0,0,0,69,765,428,66,0.622641509433962,11,541,533,532,43,480,41,4,428,69,337
0,0,0,70,876,827,112,0.949152542372881,61,337,369,558,70,234,41,12,827,41,49
0,0,0,66,795,145,26,0.226086956521739,5,468,655,770,23,656,46,25,145,47,650
0,0,0,67,691,127,20,0.168067226890756,63,378,600,531,35,388,61,34,127,53,564
0,0,0,65,702,552,97,0.822033898305085,7,469,684,561,15,563,14,33,552,45,150
0,0,0,73,877,184,31,0.24031007751938,35,343,133,99,49,548,36,68,184,30,693
0,0,0,70,852,222,47,0.345588235294118,24,517,793,360,18,263,28,37,222,57,630
0,0,0,68,813,505,80,0.62992125984252,27,112,773,732,21,414,42,18,505,16,308
0,0,0,72,1061,861,117,0.866666666666667,68,92,337,426,25,1007,42,33,861,23,200
0,0,0,73,956,356,58,0.423357664233577,67,273,890,781,29,893,25,72,356,47,600
0,0,0,78,1121,945,118,0.842857142857143,24,581,834,883,62,402,22,47,945,4,176
0,0,0,77,970,318,50,0.381679389312977,65,140,583,443,9,923,42,49,318,3,652
0,0,0,80,855,652,120,0.857142857142857,42,820,466,107,20,675,56,46,652,2,203
0,0,0,73,813,96,20,0.176991150442478,56,582,664,658,64,430,54,32,96,61,717
0,0,0,61,764,371,60,0.517241379310345,29,677,133,519,7,489,61,53,371,51,393
0,0,0,64,916,851,104,0.962962962962963,17,466,827,687,2,58,39,20,851,6,65
0,0,0,73,778,356,59,0.508620689655172,56,364,77,494,66,305,61,24,356,9,422
0,0,0,65,826,765,105,0.945945945945946,37,818,133,337,28,462,26,58,765,60,61
0,0,0,62,877,608,82,0.759259259259259,20,523,734,563,7,265,54,3,608,42,269
0,0,0,80,1058,308,48,0.345323741007194,53,601,610,240,70,893,54,32,308,45,750
0,0,0,62,890,648,89,0.767241379310345,2,422,584,429,25,499,45,11,648,43,242
0,0,0,74,910,831,117,0.921259842519685,42,834,213,117,70,383,41,15,831,67,79
